kor_co_nm,fin_prdt_nm,join_way,loan_inci_expn,erly_rpay_fee,dly_rate,loan_lmt,dcls_strt_day,dcls_end_day
조흥저축은행,주택담보대출,영업점,#NAME?,- 중도상환금액 × [1.5%~2%] × (대출잔여일수 ÷ 대출기간 총일수),#NAME?,LTV 70%,20241220,
진주저축은행,주택담보대출,영업점,"- 인지세
5천만원 초과시 인지세 발생(인지세법에서 정한 금액의 50%)","- 중도상환금액×2%×대출잔여일수÷대출기간 총일수
- 대출 취급 후 3년 경과시 면제",#NAME?,-LTV 40~70%,20241220,
예가람저축은행,일반자금대출(주택),"영업점,모집인,기타","- 인지세 : 해당세액 x 50%(대출금액 5천만원 이하시 없음)
- 말소비용",- 중도상환금액 x 2% x (대출잔여일수/대출기간 총일수),"- 약정금리 + 3%
(최고 연체이자율 : 연20%)",- LTV 70%,20241220,
삼호저축은행,주택담보대출,영업점,"인지세 : 해당세액의50%
국민주택채권 매입 : 대출금액 x 120% x 1% x 채권할인율
화재보험료(아파트 외 물건지에 한함)","중도상환금액 x 2% x
(대출잔여일수/대출기간총일수)",대출금리+3%,LTV70%,20241220,
대신저축은행,대신홈론,"영업점,모집인","*인지세 : 대출금 5천만원까지는 수입인지 비용이 없으며, 5천만원 초과시 대출금액별로 차등 부과(50%씩 고객과 저축은행이 부담)

*국민주택채권 매입비용

*화재보험료","3년이내 2.0%, 단, 대출잔여기간 1개월미만 면제
*산식=기한전상환대출금액x기한전상환수수료율x(대출잔여일수/대출약정기간)","*약정이율+3%
(최고11.91%이내)","LTV 70%내
(지역별,차주별 차등 적용)",20241220,
아이비케이저축은행,주택담보대출,"영업점,모집인","인지세 : 해당세액×50%
(대출금액5천만원이하시없음)","중도상환금액×1.8%×(대출잔여일수÷대출기간 총일수)
단, 변동금리 일경우 0.1%를 차감
※ 대출취급 후 3년 경과시 면제","대출이자율+3%(연체가산이자율)
(최고연체이자율 : 연20%)","LTV 70%,
DTI 40%",20241220,
비엔케이저축은행,중도금대출(주택),영업점,"대출금 5천만원까지는 없으며, 5천만원 초과시 대출 금액별로 수입인지 비용 차등 부과
수입인지 비용은 각 50%씩 고객과 저축은행이 부담","기한전상환대출금 × 기한전상환수수료율(가계대출 : 1.8%) × 대출잔여일수 ÷ 대출기간
*면제조건 : 취급 후 3년 초과시 면제",약정금리+3%,"""감정가의 최대 80% 범위 내
(개인 : 최고 8억원)""",20241220,
제이티친애저축은행,원더풀부동산담보대출,기타,"● 인지세 : 고객과 저축은행이 50%씩 부담
-5천만원이하 : 비과세
-5천만원초과~1억원이하:7만원(각3만5천원)
-1억 초과~10억 이하 :15만원(각7만5천원)
-10억 초과~ :35만원(각17만5천원)
●국민주택채권매입비용
●근저당권 해지 수수료
●담보물 화재보험료(가입 필요 시)
●감정료 착수비용(감정 필요 시)","- 2년미만 : 중도상환금액×2%×(대출잔여일수÷대출기간 총일수)
- 2년이상 3년미만 : 중도상환금액×1.5%×(대출잔여일수÷대출기간 총일수)
* 대출 취급 후 3년 경과시 면제","약정금리+3%
(최대 연 20% 이내)","- LTV 70%
- DTI 60%
-최대 8억원
- 지역별, 차주별 차등적용",20241220,
한화생명보험주식회사,홈드림모기지론,"영업점,모집인","인지세(50%), 주택채권매입비용",기본형(36개월이내 원금상환시 상환금액의 1.2% * 잔존일수 / 36개월) 외 3개 방식,"대출만기 경과 건을 포함하여 연체기간에 상관없이 정상금리 +3%를 적용 (단, 최고 19%)","감정가의 최고 70%까지 (담보물소재지, 대출금액, 고객신용, 소득 등에 따라 차등적용)",20220819,
에이비엘생명보험주식회사,ABLMortgage,"영업점,모집인",* 인지대: 대출금액에 따라 부과되는 인지세의 1/2,"* 중도상환수수료율: 3년 내 상환시 상환금액의 1.0%
                            (최초대출금의 30% 이내 상환 시 면제)
* 산정방식 = (중도상환금액 * 상환수수료율 * 부과기간 잔여일수) / 부과기간 일수",* 연체이율 = 정상이자율 + 3.0%,"* 감독원 기준에 따름
* 부동산담보대출 신규취급 잠정 중단",20241204,
삼성생명보험주식회사,주택담보대출(한도형),"영업점,모집인","인지세(50%), 채권매입비용",없음,"대출금리 +3%
최고 年 17%",시세(감정가)의 최대 70%,20211020,
삼성생명보험주식회사,주택담보대출(일반형),"영업점,모집인","인지세(50%), 채권매입비용","- 중도상환금액 X 수수료율(2.0%) X 중도상환수수료부과잔존일수
- 중도상환수수료 총 부과일수(대출원금의 50%까지 상환수수료 면제)","대출금리 +3%
최고 年 17%",시세(감정가)의 최대 70%,20211020,
흥국생명보험주식회사,모기지론,"영업점,모집인","국민주택채권매입비, 인지세(50%)",중도상환금액 x 1.5% x 대출잔여일수/1095,"-1개월이하: 대출금리+3%
-3개월이하: 대출금리+3%
-3개월초과:대출금리+3%
-최고연체이자율:19%",최고한도 LTV 70% 지역별 차등적용,20151120,
교보생명보험주식회사,교보e아파트론,"영업점,모집인","인지세
-5천만원이하 : 없음
-1억이하 : 7만원 * 50% = 3.5만원
-10억이하 : 15만원 * 50% = 7.5만원
-10억초과 : 35만원 * 50% = 17.5만원","중도상환수수료율: 1.20%(원금 10%이내 상환시 면제)
대출일자부터 3년내 일할계산: 중도상환금액 * 중도상환수수료율 * (잔존일수 / 중도상환수수료부과일수)","1개월이하 : 대출금리 + 3%
1개월초과~3개월이하 : 대출금리 +3%
3개월초대 : 대출금리 + 3%
최고연체이자율 : 17%",최대 LTV 70% 이내,20241220,
하나생명보험주식회사,하나생명 아파트담보대출,스마트폰,"1. 인지세(고객부담분)
 - 대출금액 5천만원 초과 ~1억원 이하 : 35,000원
 - 1억원초과 ~ 10억원 이하 : 75,000원
 - 10억원 초과 : 175,500원
2. 채권할인료 : 근저당권 채권최고액의 1% x 일별 채권할인율
3. 근저당권 말소/감액 : 건당 50,000원",중도상환금액 x 중도상환수수료율(1.3%) x 대출 잔여일수/대출기간(3년),"- 연체 가산 이자율 : 대출금리 +3%
- 최고 연체이자율 : 연 17%",최대 10억원,20231220,
동양생명보험주식회사,아파트담보대출,모집인,"인지세(50%),
주택채권매입비용(실비),
근저당권말소및변경비용(해당시),
확인서명비용(해당시)",1.5%(3년이내),정상이율+3%,최대 LTV 80% 적용,20241120,
삼성화재해상보험주식회사,삼성아파트,"영업점,인터넷,모집인","인지세(50%)
주택채권매입비","1.0%, 1.2%, 1.4%, 1.5%
중도상환금액×수수료율×잔여부과일/총부과일","대출금리 + 3%
최고 17%한도",LTV 30~70%,20241218,
삼성화재해상보험주식회사,삼성주택,"영업점,인터넷,모집인","인지세(50%)
주택채권매입비","1,0%, 1.2%, 1.4%, 1.5%
중도상환금액×수수료율×잔여부과일/총부과일","대출금리 + 3%
최고 17%한도",LTV 30~70%,20241218,
현대해상화재보험주식회사,현대해상_아파트론(3년고정),"영업점,모집인","인지세 50%
국민주택채권매입비용",중도상환금액 × 1.5% × 대출잔여일수 ÷ 3년,"대출금리 + 3%
최고 연체이자율 : 19%","LTV 40% ~ 70%
(지역별 차등 적용)",20241220,
현대해상화재보험주식회사,현대해상_아파트론(5년고정),"영업점,모집인","인지세 50%
국민주택채권매입비용",중도상환금액 × 1.5% × 대출잔여일수 ÷ 3년,"대출금리 + 3%
최고 연체이자율 : 19%","LTV 40% ~ 70%
(지역별 차등 적용)",20241220,
현대해상화재보험주식회사,HI 모바일 아파트론(5년고정),"인터넷,스마트폰","인지세 50%
국민주택채권매입비용",중도상환금액 × 1.5% × 대출잔여일수 ÷ 3년,"대출금리 + 3%
최고 연체이자율 : 19%","LTV 40% ~ 70%
(지역별 차등 적용)",20241220,
현대해상화재보험주식회사,현대해상_주택론(3년고정),"영업점,모집인","인지세 50%
국민주택채권매입비용",중도상환금액 × 1.5% × 대출잔여일수 ÷ 3년,"대출금리 + 3%
최고 연체이자율 : 19%","LTV 40% ~ 70%
(지역별 차등 적용)",20241220,
현대해상화재보험주식회사,현대해상_주택론(5년고정),"영업점,모집인","인지세 50%
국민주택채권매입비용",중도상환금액 × 1.5% × 대출잔여일수 ÷ 3년,"대출금리 + 3%
최고 연체이자율 : 19%","LTV 40% ~ 70%
(지역별 차등 적용)",20241220,
주식회사KB손해보험,부동산담보(KB손보희망모기지론),"영업점,모집인","- 인지세 : 해당세액의 50%
- 국민주택채권매입비","- 중도상환원금 × 수수료율 × 잔여중도수수료약정기간 ÷ 3년
※ 수수료율 : 0.8% ~ 1.5%","대출금리 + 3%
(최고 연체이자율 : 19%)",LTV 30%~70%,20241220,
주식회사KB손해보험,부동산담보(KB손보희망모기지론MI),"영업점,모집인","- 인지세 : 해당세액의 50%
- 국민주택채권매입비","- 중도상환원금 × 수수료율 × 잔여중도수수료약정기간 ÷ 3년
※ 수수료율 : 0.8% ~ 1.5%","대출금리 + 3%
(최고 연체이자율 : 19%)",LTV 30%~70%,20241220,
푸본현대생명보험주식회사,푸본현대생명 주택담보대출(가계),모집인,"인지세 50%,
주택채권매입비용(실비),
근저당권말소및변경비용(해당시),
확인서면비용(해당시)","일반상품 : 2.0% x (잔존일수/3년), 1.9% x (잔존일수/3년)
단기상품 : 1.0% x (잔존일수/1년),최저 0.5%",약정이자율+3.0%,최대 시세의 70% 까지,20200320,
농협생명보험주식회사,주택담보대출,"영업점,모집인","- 인지세 : 해당세액의 50%
- 국민주택채권매입액 : 대출금액 X 120% X 1% X 채권할인율","- 고정금리 : 중도상환원금 X 1.4% X (대출잔여일수/3년)
- 변동금리 : 중도상환원금 X 1.2% X (대출잔여일수/3년)","대출금리 + 3%
(최고연체이자율 : 15%)",담보가액 X 지역별 LTV - 선순위채권금액,20210819,
농협손해보험주식회사,헤아림아파트론Ⅰ,영업점,"- 인지세 : 해당 세액의 50%
- 국민주택채권매입비
- 근저당권 말소비용","- 중도상환원금 X 1.2%(변동), 1.4%(고정) X (잔여기간/대출기간)
- 대출일로부터 1년 경과후 최초대출금액의 50%까지 면제
- 대출일로부터 3년 경과시 전액 면제","- 연체기간에 관계없이 연체일수 X (채무자 대출금리 + 3%)÷365(윤년은 366)
- 지연배상금률이 연 17%를 초과하는 경우에는 연 17%를 적용","LTV 30% ~ 70%
 - 지역별 차등적용",20241218,
